2	0.429846449	0.429248366	0.607471917
3	0.429464668	0.429264706	0.60721338
4	0.527161572	0.527660377	0.745871837
5	0.430074906	0.429273256	0.607651177
6	0.429537572	0.429054054	0.607116058
7	0.429702048	0.430160858	0.608014979
8	0.429836735	0.430027548	0.60801588
9	0.429278132	0.429148936	0.606999608
10	0.429847495	0.429349315	0.607543993
11	0.468444444	0.467320261	0.661686047
12	0.429793103	0.429216867	0.607411912
13	#DIV/0!	#DIV/0!	#DIV/0!
14	0.42913649	0.430106383	0.607576849
15	0.429487805	0.429148936	0.607147909
16	0.429320215	0.430247678	0.60780664
17	0.429745597	0.430125523	0.608020759
18	0.430099404	0.428943089	0.607435322
19	#DIV/0!	#DIV/0!	#DIV/0!
20	0.429835526	0.429545455	0.607674154
21	0.430030675	0.429832215	0.608014896
22	0.429823183	0.429540636	0.607662017
23	0.429832636	0.430074074	0.60804589
24	0.429573991	0.42979021	0.607662273
25	0.430018904	0.430174216	0.608248398
26	0.429302789	0.42937799	0.607179004
27	0.449600798	0.450121457	0.636199815
28	0.429385246	0.43032967	0.607910614
29	#DIV/0!	#DIV/0!	#DIV/0!
30	0.429580713	0.429666667	0.607579652
31	0.430058824	0.429803922	0.608014805
32	0.428806818	0.428773006	0.60640051
33	#DIV/0!	#DIV/0!	#DIV/0!
34	0.42934334	0.429610895	0.607372393
35	0.429744186	0.428783069	0.607070824
36	0.429821029	0.430413793	0.608278021
37	0.429684211	0.429666667	0.607652833
38	#DIV/0!	#DIV/0!	#DIV/0!
39	0.429501134	0.430238806	0.607928165
40	0.429872611	0.429830508	0.607901907
41	#DIV/0!	#DIV/0!	#DIV/0!
42	0.430024272	0.430431655	0.608434289
43	0.42921659	0.429926471	0.607506091
44	#DIV/0!	#DIV/0!	#DIV/0!
45	0.430194444	0.430157233	0.608360506
46	0.429773756	0.429610895	0.607676725
47	0.429704433	0.429427609	0.607498125
48	0.429278132	0.429635854	0.607343957
49	0.429497099	0.429732824	0.607567328
50	0.428382688	0.429156118	0.606371752
51	#DIV/0!	#DIV/0!	#DIV/0!
52	0.547310924	0.54745098	0.774113573
53	0.508250497	0.508512658	0.718960146
54	0.429370079	0.429594203	0.607379489
55	0.429846449	0.42991018	0.607939744
56	0.429683794	0.430063898	0.607933483
57	0.4294	0.43025	0.607864642
58	0.429372624	0.428705882	0.606753313
59	0.43	0.43028169	0.608311049
60	0.429867725	0.42912844	0.607402238
61	#DIV/0!	#DIV/0!	#DIV/0!
62	0.42959375	0.428943089	0.607077395
63	0.429625935	0.429665428	0.60761075
64	0.429442815	0.430501931	0.608073222
65	0.429542169	0.431634615	0.608945741
66	0.429285714	0.429427609	0.607202023
67	0.429765886	0.429236948	0.607406844
68	0.429179487	0.430261194	0.607716815
69	0.42996139	0.429264706	0.607564799
70	0.429542169	0.429804878	0.607650153
71	0.430254958	0.430108696	0.608368982
72	#DIV/0!	#DIV/0!	#DIV/0!
73	0.429835526	0.42979021	0.607847188
74	0.468927203	0.468028169	0.662527802
75	0.430201149	0.428545455	0.607226676
76	0.429072848	0.4297	0.607244266
77	0.427711538	0.430034602	0.606520337
78	0.429369369	0.429457014	0.607281962
79	0.429834711	0.429308176	0.607505875
80	0.429907063	0.43	0.608046119
81	#DIV/0!	#DIV/0!	#DIV/0!
82	0.429465347	0.429641694	0.607480427
83	0.429278132	0.429711538	0.607397498
84	#DIV/0!	#DIV/0!	#DIV/0!
85	0.429612756	0.429325843	0.607361342
86	0.429385246	0.429744526	0.60749654
87	0.429509804	0.430066445	0.607812322
88	#DIV/0!	#DIV/0!	#DIV/0!
89	0.429477612	0.429969419	0.607720923
90	0.430146341	0.429929577	0.608165534
91	#DIV/0!	#DIV/0!	#DIV/0!
92	#DIV/0!	#DIV/0!	#DIV/0!
